id;UF;Nome_UF;Município;Código Município Completo;Nome_Município
2970;31;Minas Gerais;62203;3162203;São João Batista do Glória
2971;31;Minas Gerais;62252;3162252;São João da Lagoa
2972;31;Minas Gerais;62302;3162302;São João da Mata
2973;31;Minas Gerais;62401;3162401;São João da Ponte
2974;31;Minas Gerais;62450;3162450;São João das Missões
2975;31;Minas Gerais;62500;3162500;São João del Rei
2976;31;Minas Gerais;62559;3162559;São João do Manhuaçu
2977;31;Minas Gerais;62575;3162575;São João do Manteninha
2978;31;Minas Gerais;62609;3162609;São João do Oriente
2979;31;Minas Gerais;62658;3162658;São João do Pacuí
2980;31;Minas Gerais;62708;3162708;São João do Paraíso
2981;31;Minas Gerais;62807;3162807;São João Evangelista
2982;31;Minas Gerais;62906;3162906;São João Nepomuceno
2983;31;Minas Gerais;62922;3162922;São Joaquim de Bicas
2984;31;Minas Gerais;62948;3162948;São José da Barra
2985;31;Minas Gerais;62955;3162955;São José da Lapa
2986;31;Minas Gerais;63003;3163003;São José da Safira
2987;31;Minas Gerais;63102;3163102;São José da Varginha
2988;31;Minas Gerais;63201;3163201;São José do Alegre
2989;31;Minas Gerais;63300;3163300;São José do Divino
2990;31;Minas Gerais;63409;3163409;São José do Goiabal
2991;31;Minas Gerais;63508;3163508;São José do Jacuri
2992;31;Minas Gerais;63607;3163607;São José do Mantimento
2993;31;Minas Gerais;63706;3163706;São Lourenço
2994;31;Minas Gerais;63805;3163805;São Miguel do Anta
2995;31;Minas Gerais;63904;3163904;São Pedro da União
2996;31;Minas Gerais;64100;3164100;São Pedro do Suaçuí
2997;31;Minas Gerais;64001;3164001;São Pedro dos Ferros
2998;31;Minas Gerais;64209;3164209;São Romão
2999;31;Minas Gerais;64308;3164308;São Roque de Minas
3000;31;Minas Gerais;64407;3164407;São Sebastião da Bela Vista
3001;31;Minas Gerais;64431;3164431;São Sebastião da Vargem Alegre
3002;31;Minas Gerais;64472;3164472;São Sebastião do Anta
3003;31;Minas Gerais;64506;3164506;São Sebastião do Maranhão
3004;31;Minas Gerais;64605;3164605;São Sebastião do Oeste
3005;31;Minas Gerais;64704;3164704;São Sebastião do Paraíso
3006;31;Minas Gerais;64803;3164803;São Sebastião do Rio Preto
3007;31;Minas Gerais;64902;3164902;São Sebastião do Rio Verde
3008;31;Minas Gerais;65008;3165008;São Tiago
3009;31;Minas Gerais;65107;3165107;São Tomás de Aquino
3010;31;Minas Gerais;65206;3165206;São Tomé das Letras
3011;31;Minas Gerais;65305;3165305;São Vicente de Minas
3012;31;Minas Gerais;65404;3165404;Sapucaí-Mirim
3013;31;Minas Gerais;65503;3165503;Sardoá
3014;31;Minas Gerais;65537;3165537;Sarzedo
3015;31;Minas Gerais;65560;3165560;Sem-Peixe
3016;31;Minas Gerais;65578;3165578;Senador Amaral
3017;31;Minas Gerais;65602;3165602;Senador Cortes
3018;31;Minas Gerais;65701;3165701;Senador Firmino
3019;31;Minas Gerais;65800;3165800;Senador José Bento
3020;31;Minas Gerais;65909;3165909;Senador Modestino Gonçalves
3021;31;Minas Gerais;66006;3166006;Senhora de Oliveira
3022;31;Minas Gerais;66105;3166105;Senhora do Porto
3023;31;Minas Gerais;66204;3166204;Senhora dos Remédios
3024;31;Minas Gerais;66303;3166303;Sericita
3025;31;Minas Gerais;66402;3166402;Seritinga
3026;31;Minas Gerais;66501;3166501;Serra Azul de Minas
3027;31;Minas Gerais;66600;3166600;Serra da Saudade
3028;31;Minas Gerais;66808;3166808;Serra do Salitre
3029;31;Minas Gerais;66709;3166709;Serra dos Aimorés
3030;31;Minas Gerais;66907;3166907;Serrania
3031;31;Minas Gerais;66956;3166956;Serranópolis de Minas
3032;31;Minas Gerais;67004;3167004;Serranos
3033;31;Minas Gerais;67103;3167103;Serro
3034;31;Minas Gerais;67202;3167202;Sete Lagoas
3035;31;Minas Gerais;65552;3165552;Setubinha
3036;31;Minas Gerais;67301;3167301;Silveirânia
3037;31;Minas Gerais;67400;3167400;Silvianópolis
3038;31;Minas Gerais;67509;3167509;Simão Pereira
3039;31;Minas Gerais;67608;3167608;Simonésia
3040;31;Minas Gerais;67707;3167707;Sobrália
3041;31;Minas Gerais;67806;3167806;Soledade de Minas
3042;31;Minas Gerais;67905;3167905;Tabuleiro
3043;31;Minas Gerais;68002;3168002;Taiobeiras
3044;31;Minas Gerais;68051;3168051;Taparuba
3045;31;Minas Gerais;68101;3168101;Tapira
3046;31;Minas Gerais;68200;3168200;Tapiraí
3047;31;Minas Gerais;68309;3168309;Taquaraçu de Minas
3048;31;Minas Gerais;68408;3168408;Tarumirim
3049;31;Minas Gerais;68507;3168507;Teixeiras
3050;31;Minas Gerais;68606;3168606;Teófilo Otoni
3051;31;Minas Gerais;68705;3168705;Timóteo
3052;31;Minas Gerais;68804;3168804;Tiradentes
3053;31;Minas Gerais;68903;3168903;Tiros
3054;31;Minas Gerais;69000;3169000;Tocantins
3055;31;Minas Gerais;69059;3169059;Tocos do Moji
3056;31;Minas Gerais;69109;3169109;Toledo
3057;31;Minas Gerais;69208;3169208;Tombos
3058;31;Minas Gerais;69307;3169307;Três Corações
3059;31;Minas Gerais;69356;3169356;Três Marias
3060;31;Minas Gerais;69406;3169406;Três Pontas
3061;31;Minas Gerais;69505;3169505;Tumiritinga
3062;31;Minas Gerais;69604;3169604;Tupaciguara
3063;31;Minas Gerais;69703;3169703;Turmalina
3064;31;Minas Gerais;69802;3169802;Turvolândia
3065;31;Minas Gerais;69901;3169901;Ubá
3066;31;Minas Gerais;70008;3170008;Ubaí
3067;31;Minas Gerais;70057;3170057;Ubaporanga
3068;31;Minas Gerais;70107;3170107;Uberaba
3069;31;Minas Gerais;70206;3170206;Uberlândia
3070;31;Minas Gerais;70305;3170305;Umburatiba
3071;31;Minas Gerais;70404;3170404;Unaí
3072;31;Minas Gerais;70438;3170438;União de Minas
3073;31;Minas Gerais;70479;3170479;Uruana de Minas
3074;31;Minas Gerais;70503;3170503;Urucânia
3075;31;Minas Gerais;70529;3170529;Urucuia
3076;31;Minas Gerais;70578;3170578;Vargem Alegre
3077;31;Minas Gerais;70602;3170602;Vargem Bonita
3078;31;Minas Gerais;70651;3170651;Vargem Grande do Rio Pardo
3079;31;Minas Gerais;70701;3170701;Varginha
3080;31;Minas Gerais;70750;3170750;Varjão de Minas
3081;31;Minas Gerais;70800;3170800;Várzea da Palma
3082;31;Minas Gerais;70909;3170909;Varzelândia
3083;31;Minas Gerais;71006;3171006;Vazante
3084;31;Minas Gerais;71030;3171030;Verdelândia
3085;31;Minas Gerais;71071;3171071;Veredinha
3086;31;Minas Gerais;71105;3171105;Veríssimo
3087;31;Minas Gerais;71154;3171154;Vermelho Novo
3088;31;Minas Gerais;71204;3171204;Vespasiano
3089;31;Minas Gerais;71303;3171303;Viçosa
3090;31;Minas Gerais;71402;3171402;Vieiras
3091;31;Minas Gerais;71600;3171600;Virgem da Lapa
3092;31;Minas Gerais;71709;3171709;Virgínia
3093;31;Minas Gerais;71808;3171808;Virginópolis
3094;31;Minas Gerais;71907;3171907;Virgolândia
3095;31;Minas Gerais;72004;3172004;Visconde do Rio Branco
3096;31;Minas Gerais;72103;3172103;Volta Grande
3097;31;Minas Gerais;72202;3172202;Wenceslau Braz
3098;32;Espírito Santo;102;3200102;Afonso Cláudio
3099;32;Espírito Santo;169;3200169;Água Doce do Norte
3100;32;Espírito Santo;136;3200136;Águia Branca
3101;32;Espírito Santo;201;3200201;Alegre
3102;32;Espírito Santo;300;3200300;Alfredo Chaves
3103;32;Espírito Santo;359;3200359;Alto Rio Novo
3104;32;Espírito Santo;409;3200409;Anchieta
3105;32;Espírito Santo;508;3200508;Apiacá
3106;32;Espírito Santo;607;3200607;Aracruz
3107;32;Espírito Santo;706;3200706;Atílio Vivácqua
3108;32;Espírito Santo;805;3200805;Baixo Guandu
3109;32;Espírito Santo;904;3200904;Barra de São Francisco
3110;32;Espírito Santo;1001;3201001;Boa Esperança
3111;32;Espírito Santo;1100;3201100;Bom Jesus do Norte
3112;32;Espírito Santo;1159;3201159;Brejetuba
3113;32;Espírito Santo;1209;3201209;Cachoeiro de Itapemirim
3114;32;Espírito Santo;1308;3201308;Cariacica
3115;32;Espírito Santo;1407;3201407;Castelo
3116;32;Espírito Santo;1506;3201506;Colatina
3117;32;Espírito Santo;1605;3201605;Conceição da Barra
3118;32;Espírito Santo;1704;3201704;Conceição do Castelo
3119;32;Espírito Santo;1803;3201803;Divino de São Lourenço
3120;32;Espírito Santo;1902;3201902;Domingos Martins
3121;32;Espírito Santo;2009;3202009;Dores do Rio Preto
3122;32;Espírito Santo;2108;3202108;Ecoporanga
3123;32;Espírito Santo;2207;3202207;Fundão
3124;32;Espírito Santo;2256;3202256;Governador Lindenberg
3125;32;Espírito Santo;2306;3202306;Guaçuí
3126;32;Espírito Santo;2405;3202405;Guarapari
3127;32;Espírito Santo;2454;3202454;Ibatiba
3128;32;Espírito Santo;2504;3202504;Ibiraçu
3129;32;Espírito Santo;2553;3202553;Ibitirama
3130;32;Espírito Santo;2603;3202603;Iconha
3131;32;Espírito Santo;2652;3202652;Irupi
3132;32;Espírito Santo;2702;3202702;Itaguaçu
3133;32;Espírito Santo;2801;3202801;Itapemirim
3134;32;Espírito Santo;2900;3202900;Itarana
3135;32;Espírito Santo;3007;3203007;Iúna
3136;32;Espírito Santo;3056;3203056;Jaguaré
3137;32;Espírito Santo;3106;3203106;Jerônimo Monteiro
3138;32;Espírito Santo;3130;3203130;João Neiva
3139;32;Espírito Santo;3163;3203163;Laranja da Terra
3140;32;Espírito Santo;3205;3203205;Linhares
3141;32;Espírito Santo;3304;3203304;Mantenópolis
3142;32;Espírito Santo;3320;3203320;Marataízes
3143;32;Espírito Santo;3346;3203346;Marechal Floriano
3144;32;Espírito Santo;3353;3203353;Marilândia
3145;32;Espírito Santo;3403;3203403;Mimoso do Sul
3146;32;Espírito Santo;3502;3203502;Montanha
3147;32;Espírito Santo;3601;3203601;Mucurici
3148;32;Espírito Santo;3700;3203700;Muniz Freire
3149;32;Espírito Santo;3809;3203809;Muqui
3150;32;Espírito Santo;3908;3203908;Nova Venécia
3151;32;Espírito Santo;4005;3204005;Pancas
3152;32;Espírito Santo;4054;3204054;Pedro Canário
3153;32;Espírito Santo;4104;3204104;Pinheiros
3154;32;Espírito Santo;4203;3204203;Piúma
3155;32;Espírito Santo;4252;3204252;Ponto Belo
3156;32;Espírito Santo;4302;3204302;Presidente Kennedy
3157;32;Espírito Santo;4351;3204351;Rio Bananal
3158;32;Espírito Santo;4401;3204401;Rio Novo do Sul
3159;32;Espírito Santo;4500;3204500;Santa Leopoldina
3160;32;Espírito Santo;4559;3204559;Santa Maria de Jetibá
3161;32;Espírito Santo;4609;3204609;Santa Teresa
3162;32;Espírito Santo;4658;3204658;São Domingos do Norte
3163;32;Espírito Santo;4708;3204708;São Gabriel da Palha
3164;32;Espírito Santo;4807;3204807;São José do Calçado
3165;32;Espírito Santo;4906;3204906;São Mateus
3166;32;Espírito Santo;4955;3204955;São Roque do Canaã
3167;32;Espírito Santo;5002;3205002;Serra
3168;32;Espírito Santo;5010;3205010;Sooretama
3169;32;Espírito Santo;5036;3205036;Vargem Alta
3170;32;Espírito Santo;5069;3205069;Venda Nova do Imigrante
3171;32;Espírito Santo;5101;3205101;Viana
3172;32;Espírito Santo;5150;3205150;Vila Pavão
3173;32;Espírito Santo;5176;3205176;Vila Valério
3174;32;Espírito Santo;5200;3205200;Vila Velha
3175;32;Espírito Santo;5309;3205309;Vitória
3176;33;Rio de Janeiro;100;3300100;Angra dos Reis
3177;33;Rio de Janeiro;159;3300159;Aperibé
3178;33;Rio de Janeiro;209;3300209;Araruama
3179;33;Rio de Janeiro;225;3300225;Areal
3180;33;Rio de Janeiro;233;3300233;Armação dos Búzios
3181;33;Rio de Janeiro;258;3300258;Arraial do Cabo
3182;33;Rio de Janeiro;308;3300308;Barra do Piraí
3183;33;Rio de Janeiro;407;3300407;Barra Mansa
3184;33;Rio de Janeiro;456;3300456;Belford Roxo
3185;33;Rio de Janeiro;506;3300506;Bom Jardim
3186;33;Rio de Janeiro;605;3300605;Bom Jesus do Itabapoana
3187;33;Rio de Janeiro;704;3300704;Cabo Frio
3188;33;Rio de Janeiro;803;3300803;Cachoeiras de Macacu
3189;33;Rio de Janeiro;902;3300902;Cambuci
3190;33;Rio de Janeiro;1009;3301009;Campos dos Goytacazes
3191;33;Rio de Janeiro;1108;3301108;Cantagalo
3192;33;Rio de Janeiro;936;3300936;Carapebus
3193;33;Rio de Janeiro;1157;3301157;Cardoso Moreira
3194;33;Rio de Janeiro;1207;3301207;Carmo
3195;33;Rio de Janeiro;1306;3301306;Casimiro de Abreu
3196;33;Rio de Janeiro;951;3300951;Comendador Levy Gasparian
3197;33;Rio de Janeiro;1405;3301405;Conceição de Macabu
3198;33;Rio de Janeiro;1504;3301504;Cordeiro
3199;33;Rio de Janeiro;1603;3301603;Duas Barras
3200;33;Rio de Janeiro;1702;3301702;Duque de Caxias
3201;33;Rio de Janeiro;1801;3301801;Engenheiro Paulo de Frontin
3202;33;Rio de Janeiro;1850;3301850;Guapimirim
3203;33;Rio de Janeiro;1876;3301876;Iguaba Grande
3204;33;Rio de Janeiro;1900;3301900;Itaboraí
3205;33;Rio de Janeiro;2007;3302007;Itaguaí
3206;33;Rio de Janeiro;2056;3302056;Italva
3207;33;Rio de Janeiro;2106;3302106;Itaocara
3208;33;Rio de Janeiro;2205;3302205;Itaperuna
3209;33;Rio de Janeiro;2254;3302254;Itatiaia
3210;33;Rio de Janeiro;2270;3302270;Japeri
3211;33;Rio de Janeiro;2304;3302304;Laje do Muriaé
3212;33;Rio de Janeiro;2403;3302403;Macaé
3213;33;Rio de Janeiro;2452;3302452;Macuco
3214;33;Rio de Janeiro;2502;3302502;Magé
3215;33;Rio de Janeiro;2601;3302601;Mangaratiba
3216;33;Rio de Janeiro;2700;3302700;Maricá
3217;33;Rio de Janeiro;2809;3302809;Mendes
3218;33;Rio de Janeiro;2858;3302858;Mesquita
3219;33;Rio de Janeiro;2908;3302908;Miguel Pereira
3220;33;Rio de Janeiro;3005;3303005;Miracema
3221;33;Rio de Janeiro;3104;3303104;Natividade
3222;33;Rio de Janeiro;3203;3303203;Nilópolis
3223;33;Rio de Janeiro;3302;3303302;Niterói
3224;33;Rio de Janeiro;3401;3303401;Nova Friburgo
3225;33;Rio de Janeiro;3500;3303500;Nova Iguaçu
3226;33;Rio de Janeiro;3609;3303609;Paracambi
3227;33;Rio de Janeiro;3708;3303708;Paraíba do Sul
3228;33;Rio de Janeiro;3807;3303807;Paraty
3229;33;Rio de Janeiro;3856;3303856;Paty do Alferes
3230;33;Rio de Janeiro;3906;3303906;Petrópolis
3231;33;Rio de Janeiro;3955;3303955;Pinheiral
3232;33;Rio de Janeiro;4003;3304003;Piraí
3233;33;Rio de Janeiro;4102;3304102;Porciúncula
3234;33;Rio de Janeiro;4110;3304110;Porto Real
3235;33;Rio de Janeiro;4128;3304128;Quatis
3236;33;Rio de Janeiro;4144;3304144;Queimados
3237;33;Rio de Janeiro;4151;3304151;Quissamã
3238;33;Rio de Janeiro;4201;3304201;Resende
3239;33;Rio de Janeiro;4300;3304300;Rio Bonito
3240;33;Rio de Janeiro;4409;3304409;Rio Claro
3241;33;Rio de Janeiro;4508;3304508;Rio das Flores
3242;33;Rio de Janeiro;4524;3304524;Rio das Ostras
3243;33;Rio de Janeiro;4557;3304557;Rio de Janeiro
3244;33;Rio de Janeiro;4607;3304607;Santa Maria Madalena
3245;33;Rio de Janeiro;4706;3304706;Santo Antônio de Pádua
3246;33;Rio de Janeiro;4805;3304805;São Fidélis
3247;33;Rio de Janeiro;4755;3304755;São Francisco de Itabapoana
3248;33;Rio de Janeiro;4904;3304904;São Gonçalo
3249;33;Rio de Janeiro;5000;3305000;São João da Barra
3250;33;Rio de Janeiro;5109;3305109;São João de Meriti
3251;33;Rio de Janeiro;5133;3305133;São José de Ubá
3252;33;Rio de Janeiro;5158;3305158;São José do Vale do Rio Preto
3253;33;Rio de Janeiro;5208;3305208;São Pedro da Aldeia
3254;33;Rio de Janeiro;5307;3305307;São Sebastião do Alto
3255;33;Rio de Janeiro;5406;3305406;Sapucaia
3256;33;Rio de Janeiro;5505;3305505;Saquarema
3257;33;Rio de Janeiro;5554;3305554;Seropédica
3258;33;Rio de Janeiro;5604;3305604;Silva Jardim
3259;33;Rio de Janeiro;5703;3305703;Sumidouro
3260;33;Rio de Janeiro;5752;3305752;Tanguá
3261;33;Rio de Janeiro;5802;3305802;Teresópolis
3262;33;Rio de Janeiro;5901;3305901;Trajano de Moraes
3263;33;Rio de Janeiro;6008;3306008;Três Rios
3264;33;Rio de Janeiro;6107;3306107;Valença
3265;33;Rio de Janeiro;6156;3306156;Varre-Sai
3266;33;Rio de Janeiro;6206;3306206;Vassouras
3267;33;Rio de Janeiro;6305;3306305;Volta Redonda
3268;35;São Paulo;105;3500105;Adamantina
3269;35;São Paulo;204;3500204;Adolfo
3270;35;São Paulo;303;3500303;Aguaí
3271;35;São Paulo;402;3500402;Águas da Prata
3272;35;São Paulo;501;3500501;Águas de Lindóia
3273;35;São Paulo;550;3500550;Águas de Santa Bárbara
3274;35;São Paulo;600;3500600;Águas de São Pedro
3275;35;São Paulo;709;3500709;Agudos
3276;35;São Paulo;758;3500758;Alambari
3277;35;São Paulo;808;3500808;Alfredo Marcondes
3278;35;São Paulo;907;3500907;Altair
3279;35;São Paulo;1004;3501004;Altinópolis
3280;35;São Paulo;1103;3501103;Alto Alegre
3281;35;São Paulo;1152;3501152;Alumínio
3282;35;São Paulo;1202;3501202;Álvares Florence
3283;35;São Paulo;1301;3501301;Álvares Machado
3284;35;São Paulo;1400;3501400;Álvaro de Carvalho
3285;35;São Paulo;1509;3501509;Alvinlândia
3286;35;São Paulo;1608;3501608;Americana
3287;35;São Paulo;1707;3501707;Américo Brasiliense
3288;35;São Paulo;1806;3501806;Américo de Campos
3289;35;São Paulo;1905;3501905;Amparo
3290;35;São Paulo;2002;3502002;Analândia
3291;35;São Paulo;2101;3502101;Andradina
3292;35;São Paulo;2200;3502200;Angatuba
3293;35;São Paulo;2309;3502309;Anhembi
3294;35;São Paulo;2408;3502408;Anhumas
3295;35;São Paulo;2507;3502507;Aparecida
3296;35;São Paulo;2606;3502606;Aparecida d'Oeste
3297;35;São Paulo;2705;3502705;Apiaí
3298;35;São Paulo;2754;3502754;Araçariguama
3299;35;São Paulo;2804;3502804;Araçatuba
3300;35;São Paulo;2903;3502903;Araçoiaba da Serra
3301;35;São Paulo;3000;3503000;Aramina
3302;35;São Paulo;3109;3503109;Arandu
3303;35;São Paulo;3158;3503158;Arapeí
3304;35;São Paulo;3208;3503208;Araraquara
3305;35;São Paulo;3307;3503307;Araras
3306;35;São Paulo;3356;3503356;Arco-Íris
3307;35;São Paulo;3406;3503406;Arealva
3308;35;São Paulo;3505;3503505;Areias
3309;35;São Paulo;3604;3503604;Areiópolis
3310;35;São Paulo;3703;3503703;Ariranha
3311;35;São Paulo;3802;3503802;Artur Nogueira
3312;35;São Paulo;3901;3503901;Arujá
3313;35;São Paulo;3950;3503950;Aspásia
3314;35;São Paulo;4008;3504008;Assis
3315;35;São Paulo;4107;3504107;Atibaia
3316;35;São Paulo;4206;3504206;Auriflama
3317;35;São Paulo;4305;3504305;Avaí
3318;35;São Paulo;4404;3504404;Avanhandava
3319;35;São Paulo;4503;3504503;Avaré
3320;35;São Paulo;4602;3504602;Bady Bassitt
3321;35;São Paulo;4701;3504701;Balbinos
3322;35;São Paulo;4800;3504800;Bálsamo
3323;35;São Paulo;4909;3504909;Bananal
3324;35;São Paulo;5005;3505005;Barão de Antonina
3325;35;São Paulo;5104;3505104;Barbosa
3326;35;São Paulo;5203;3505203;Bariri
3327;35;São Paulo;5302;3505302;Barra Bonita
3328;35;São Paulo;5351;3505351;Barra do Chapéu
3329;35;São Paulo;5401;3505401;Barra do Turvo
3330;35;São Paulo;5500;3505500;Barretos
3331;35;São Paulo;5609;3505609;Barrinha
3332;35;São Paulo;5708;3505708;Barueri
3333;35;São Paulo;5807;3505807;Bastos
3334;35;São Paulo;5906;3505906;Batatais
3335;35;São Paulo;6003;3506003;Bauru
3336;35;São Paulo;6102;3506102;Bebedouro
3337;35;São Paulo;6201;3506201;Bento de Abreu
3338;35;São Paulo;6300;3506300;Bernardino de Campos
3339;35;São Paulo;6359;3506359;Bertioga
3340;35;São Paulo;6409;3506409;Bilac
3341;35;São Paulo;6508;3506508;Birigui
3342;35;São Paulo;6607;3506607;Biritiba Mirim
3343;35;São Paulo;6706;3506706;Boa Esperança do Sul
3344;35;São Paulo;6805;3506805;Bocaina
3345;35;São Paulo;6904;3506904;Bofete
3346;35;São Paulo;7001;3507001;Boituva
3347;35;São Paulo;7100;3507100;Bom Jesus dos Perdões
3348;35;São Paulo;7159;3507159;Bom Sucesso de Itararé
3349;35;São Paulo;7209;3507209;Borá
3350;35;São Paulo;7308;3507308;Boracéia
3351;35;São Paulo;7407;3507407;Borborema
3352;35;São Paulo;7456;3507456;Borebi
3353;35;São Paulo;7506;3507506;Botucatu
3354;35;São Paulo;7605;3507605;Bragança Paulista
3355;35;São Paulo;7704;3507704;Braúna
3356;35;São Paulo;7753;3507753;Brejo Alegre
3357;35;São Paulo;7803;3507803;Brodowski
3358;35;São Paulo;7902;3507902;Brotas
3359;35;São Paulo;8009;3508009;Buri
3360;35;São Paulo;8108;3508108;Buritama
3361;35;São Paulo;8207;3508207;Buritizal
3362;35;São Paulo;8306;3508306;Cabrália Paulista
3363;35;São Paulo;8405;3508405;Cabreúva
3364;35;São Paulo;8504;3508504;Caçapava
3365;35;São Paulo;8603;3508603;Cachoeira Paulista
3366;35;São Paulo;8702;3508702;Caconde
3367;35;São Paulo;8801;3508801;Cafelândia
3368;35;São Paulo;8900;3508900;Caiabu
3369;35;São Paulo;9007;3509007;Caieiras
3370;35;São Paulo;9106;3509106;Caiuá
3371;35;São Paulo;9205;3509205;Cajamar
3372;35;São Paulo;9254;3509254;Cajati
3373;35;São Paulo;9304;3509304;Cajobi
3374;35;São Paulo;9403;3509403;Cajuru
3375;35;São Paulo;9452;3509452;Campina do Monte Alegre
3376;35;São Paulo;9502;3509502;Campinas
3377;35;São Paulo;9601;3509601;Campo Limpo Paulista
3378;35;São Paulo;9700;3509700;Campos do Jordão
3379;35;São Paulo;9809;3509809;Campos Novos Paulista
3380;35;São Paulo;9908;3509908;Cananéia
3381;35;São Paulo;9957;3509957;Canas
3382;35;São Paulo;10005;3510005;Cândido Mota
3383;35;São Paulo;10104;3510104;Cândido Rodrigues
3384;35;São Paulo;10153;3510153;Canitar
3385;35;São Paulo;10203;3510203;Capão Bonito
3386;35;São Paulo;10302;3510302;Capela do Alto
3387;35;São Paulo;10401;3510401;Capivari
3388;35;São Paulo;10500;3510500;Caraguatatuba
3389;35;São Paulo;10609;3510609;Carapicuíba
3390;35;São Paulo;10708;3510708;Cardoso
3391;35;São Paulo;10807;3510807;Casa Branca
3392;35;São Paulo;10906;3510906;Cássia dos Coqueiros
3393;35;São Paulo;11003;3511003;Castilho
3394;35;São Paulo;11102;3511102;Catanduva
3395;35;São Paulo;11201;3511201;Catiguá
3396;35;São Paulo;11300;3511300;Cedral
3397;35;São Paulo;11409;3511409;Cerqueira César
3398;35;São Paulo;11508;3511508;Cerquilho
3399;35;São Paulo;11607;3511607;Cesário Lange
3400;35;São Paulo;11706;3511706;Charqueada
3401;35;São Paulo;57204;3557204;Chavantes
3402;35;São Paulo;11904;3511904;Clementina
3403;35;São Paulo;12001;3512001;Colina
3404;35;São Paulo;12100;3512100;Colômbia
3405;35;São Paulo;12209;3512209;Conchal
3406;35;São Paulo;12308;3512308;Conchas
3407;35;São Paulo;12407;3512407;Cordeirópolis
3408;35;São Paulo;12506;3512506;Coroados
3409;35;São Paulo;12605;3512605;Coronel Macedo
3410;35;São Paulo;12704;3512704;Corumbataí
3411;35;São Paulo;12803;3512803;Cosmópolis
3412;35;São Paulo;12902;3512902;Cosmorama
3413;35;São Paulo;13009;3513009;Cotia
3414;35;São Paulo;13108;3513108;Cravinhos
3415;35;São Paulo;13207;3513207;Cristais Paulista
3416;35;São Paulo;13306;3513306;Cruzália
3417;35;São Paulo;13405;3513405;Cruzeiro
3418;35;São Paulo;13504;3513504;Cubatão
3419;35;São Paulo;13603;3513603;Cunha
3420;35;São Paulo;13702;3513702;Descalvado
3421;35;São Paulo;13801;3513801;Diadema
3422;35;São Paulo;13850;3513850;Dirce Reis
3423;35;São Paulo;13900;3513900;Divinolândia
3424;35;São Paulo;14007;3514007;Dobrada
3425;35;São Paulo;14106;3514106;Dois Córregos
3426;35;São Paulo;14205;3514205;Dolcinópolis
3427;35;São Paulo;14304;3514304;Dourado
3428;35;São Paulo;14403;3514403;Dracena
3429;35;São Paulo;14502;3514502;Duartina
3430;35;São Paulo;14601;3514601;Dumont
3431;35;São Paulo;14700;3514700;Echaporã
3432;35;São Paulo;14809;3514809;Eldorado
3433;35;São Paulo;14908;3514908;Elias Fausto
3434;35;São Paulo;14924;3514924;Elisiário
3435;35;São Paulo;14957;3514957;Embaúba
3436;35;São Paulo;15004;3515004;Embu das Artes
3437;35;São Paulo;15103;3515103;Embu-Guaçu
3438;35;São Paulo;15129;3515129;Emilianópolis
3439;35;São Paulo;15152;3515152;Engenheiro Coelho
3440;35;São Paulo;15186;3515186;Espírito Santo do Pinhal
3441;35;São Paulo;15194;3515194;Espírito Santo do Turvo
3442;35;São Paulo;57303;3557303;Estiva Gerbi
3443;35;São Paulo;15301;3515301;Estrela do Norte
3444;35;São Paulo;15202;3515202;Estrela d'Oeste
3445;35;São Paulo;15350;3515350;Euclides da Cunha Paulista
3446;35;São Paulo;15400;3515400;Fartura
3447;35;São Paulo;15608;3515608;Fernando Prestes
3448;35;São Paulo;15509;3515509;Fernandópolis
3449;35;São Paulo;15657;3515657;Fernão
3450;35;São Paulo;15707;3515707;Ferraz de Vasconcelos
3451;35;São Paulo;15806;3515806;Flora Rica
3452;35;São Paulo;15905;3515905;Floreal
3453;35;São Paulo;16002;3516002;Flórida Paulista
3454;35;São Paulo;16101;3516101;Florínea
3455;35;São Paulo;16200;3516200;Franca
3456;35;São Paulo;16309;3516309;Francisco Morato
3457;35;São Paulo;16408;3516408;Franco da Rocha
3458;35;São Paulo;16507;3516507;Gabriel Monteiro
3459;35;São Paulo;16606;3516606;Gália
3460;35;São Paulo;16705;3516705;Garça
3461;35;São Paulo;16804;3516804;Gastão Vidigal
3462;35;São Paulo;16853;3516853;Gavião Peixoto
3463;35;São Paulo;16903;3516903;General Salgado
3464;35;São Paulo;17000;3517000;Getulina
3465;35;São Paulo;17109;3517109;Glicério
3466;35;São Paulo;17208;3517208;Guaiçara
3467;35;São Paulo;17307;3517307;Guaimbê
3468;35;São Paulo;17406;3517406;Guaíra
3469;35;São Paulo;17505;3517505;Guapiaçu
3470;35;São Paulo;17604;3517604;Guapiara
3471;35;São Paulo;17703;3517703;Guará
3472;35;São Paulo;17802;3517802;Guaraçaí
3473;35;São Paulo;17901;3517901;Guaraci
3474;35;São Paulo;18008;3518008;Guarani d'Oeste
3475;35;São Paulo;18107;3518107;Guarantã
3476;35;São Paulo;18206;3518206;Guararapes
3477;35;São Paulo;18305;3518305;Guararema
3478;35;São Paulo;18404;3518404;Guaratinguetá
3479;35;São Paulo;18503;3518503;Guareí
3480;35;São Paulo;18602;3518602;Guariba
3481;35;São Paulo;18701;3518701;Guarujá
3482;35;São Paulo;18800;3518800;Guarulhos
3483;35;São Paulo;18859;3518859;Guatapará
3484;35;São Paulo;18909;3518909;Guzolândia
3485;35;São Paulo;19006;3519006;Herculândia
3486;35;São Paulo;19055;3519055;Holambra
